player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,1582.0,1404.0,171.0,87.0,4.0,17.0,110,1.0,58.0,39.0,13.0,2.0,1285.0,7.0,19.0
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,751.0,661.0,86.0,32.0,4.0,4.0,60,7.0,28.0,13.0,9.0,0.0,588.0,4.0,20.0
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,456.0,374.0,82.0,12.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,1.0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,109.0,96.0,13.0,0.0,0.0,0.0,7,12.0,1.0,0.0,0.0,0.0,88.0,0.0,3.0
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,397.0,383.0,12.0,1.0,1.0,0.0,37,2.0,1.0,0.0,0.0,0.0,262.0,2.0,26.0
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,656.0,598.0,55.0,10.0,6.0,6.0,52,8.0,31.0,11.0,10.0,0.0,545.0,3.0,13.0
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,744.0,685.0,56.0,23.0,2.0,4.0,35,1.0,32.0,12.0,10.0,0.0,662.0,3.0,6.0
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,147.0,136.0,10.0,4.0,0.0,0.0,19,1.0,2.0,2.0,0.0,0.0,94.0,1.0,10.0
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,1305.0,1112.0,190.0,51.0,20.0,15.0,149,8.0,94.0,39.0,35.0,0.0,949.0,3.0,30.0
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,485.0,378.0,104.0,3.0,0.0,0.0,29,101.0,0.0,0.0,0.0,0.0,352.0,3.0,19.0
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,600.0,491.0,109.0,13.0,0.0,1.0,22,96.0,0.0,0.0,0.0,0.0,516.0,0.0,12.0
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,238.0,215.0,22.0,6.0,2.0,0.0,6,16.0,0.0,0.0,0.0,0.0,214.0,1.0,1.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,179.0,171.0,7.0,1.0,0.0,0.0,5,6.0,0.0,0.0,0.0,0.0,155.0,1.0,3.0
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,401.0,378.0,20.0,10.0,1.0,4.0,10,6.0,1.0,1.0,0.0,0.0,301.0,3.0,11.0
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,1392.0,1060.0,329.0,88.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,982.0,3.0,1.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,660.0,608.0,48.0,1.0,3.0,0.0,42,4.0,0.0,0.0,0.0,0.0,444.0,4.0,27.0
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,197.0,174.0,21.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,166.0,2.0,1.0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,1329.0,1008.0,317.0,42.0,1.0,2.0,153,241.0,34.0,7.0,25.0,0.0,919.0,4.0,42.0
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,1099.0,977.0,112.0,14.0,0.0,3.0,40,92.0,0.0,0.0,0.0,0.0,921.0,10.0,25.0
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,641.0,614.0,27.0,20.0,1.0,2.0,5,7.0,0.0,0.0,0.0,0.0,590.0,0.0,9.0
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,448.0,407.0,41.0,6.0,1.0,0.0,22,35.0,0.0,0.0,0.0,0.0,348.0,0.0,8.0
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,371.0,312.0,56.0,13.0,4.0,6.0,79,10.0,32.0,17.0,12.0,0.0,232.0,3.0,9.0
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,91.0,89.0,2.0,1.0,0.0,3.0,12,1.0,0.0,0.0,0.0,0.0,55.0,0.0,6.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,175.0,169.0,4.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,127.0,2.0,3.0
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,266.0,244.0,19.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,197.0,3.0,10.0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,920.0,876.0,42.0,8.0,4.0,5.0,97,10.0,22.0,6.0,8.0,0.0,681.0,2.0,43.0
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,670.0,660.0,9.0,8.0,2.0,0.0,7,1.0,0.0,0.0,0.0,0.0,576.0,1.0,6.0
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,156.0,152.0,4.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,108.0,0.0,8.0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,1035.0,899.0,130.0,19.0,1.0,2.0,11,111.0,0.0,0.0,0.0,0.0,867.0,6.0,8.0
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,487.0,394.0,91.0,6.0,0.0,1.0,48,84.0,1.0,0.0,0.0,0.0,322.0,2.0,13.0
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,390.0,383.0,7.0,6.0,0.0,2.0,2,0.0,1.0,1.0,0.0,0.0,352.0,0.0,2.0
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,654.0,636.0,15.0,15.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,543.0,3.0,10.0
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,62.0,60.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,127.0,122.0,3.0,0.0,0.0,0.0,13,3.0,0.0,0.0,0.0,0.0,77.0,2.0,10.0
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,30.0,29.0,1.0,0.0,1.0,0.0,4,0.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,1346.0,1308.0,34.0,30.0,1.0,18.0,2,4.0,0.0,0.0,0.0,0.0,1113.0,4.0,12.0
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,1407.0,1344.0,59.0,39.0,5.0,14.0,14,9.0,0.0,0.0,0.0,0.0,1136.0,4.0,20.0
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,912.0,747.0,160.0,5.0,1.0,10.0,32,155.0,0.0,0.0,0.0,0.0,687.0,5.0,31.0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,1173.0,1137.0,36.0,27.0,1.0,2.0,2,6.0,0.0,0.0,0.0,0.0,1065.0,0.0,6.0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,1255.0,1087.0,153.0,38.0,28.0,15.0,175,15.0,95.0,44.0,37.0,1.0,893.0,15.0,32.0
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,202.0,182.0,20.0,4.0,0.0,1.0,24,2.0,14.0,2.0,10.0,0.0,141.0,0.0,7.0
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,3.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,790.0,745.0,40.0,2.0,11.0,7.0,75,9.0,29.0,20.0,0.0,0.0,573.0,5.0,38.0
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,385.0,359.0,24.0,12.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,337.0,2.0,2.0
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,460.0,376.0,83.0,20.0,2.0,1.0,78,10.0,44.0,17.0,22.0,0.0,330.0,1.0,12.0
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,39.0,35.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,637.0,619.0,17.0,16.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,550.0,1.0,11.0
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,212.0,168.0,42.0,3.0,0.0,0.0,13,36.0,3.0,0.0,3.0,0.0,167.0,2.0,8.0
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,1048.0,896.0,150.0,16.0,5.0,4.0,54,124.0,10.0,9.0,0.0,0.0,789.0,2.0,20.0
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,862.0,705.0,154.0,49.0,9.0,5.0,155,33.0,72.0,43.0,22.0,1.0,587.0,3.0,28.0
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,257.0,223.0,29.0,6.0,0.0,0.0,16,9.0,10.0,4.0,3.0,0.0,201.0,5.0,8.0
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,205.0,201.0,4.0,0.0,1.0,0.0,7,4.0,0.0,0.0,0.0,0.0,175.0,0.0,2.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,817.0,694.0,122.0,12.0,1.0,3.0,37,110.0,0.0,0.0,0.0,0.0,694.0,1.0,16.0
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,397.0,335.0,60.0,2.0,0.0,0.0,18,58.0,0.0,0.0,0.0,0.0,291.0,2.0,18.0
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,775.0,767.0,6.0,6.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,713.0,2.0,10.0
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,45.0,45.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,1628.0,1560.0,64.0,51.0,0.0,14.0,2,4.0,1.0,0.0,0.0,0.0,1402.0,4.0,12.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,1487.0,1082.0,395.0,24.0,2.0,6.0,68,371.0,0.0,0.0,0.0,0.0,1116.0,10.0,43.0
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,78.0,57.0,20.0,2.0,0.0,0.0,4,18.0,0.0,0.0,0.0,0.0,56.0,1.0,3.0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,365.0,333.0,25.0,1.0,3.0,1.0,7,0.0,0.0,0.0,0.0,0.0,263.0,7.0,15.0
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,769.0,745.0,19.0,4.0,8.0,2.0,50,11.0,1.0,1.0,0.0,0.0,590.0,5.0,31.0
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,256.0,228.0,25.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,185.0,3.0,14.0
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,20.0,19.0,1.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,15.0,342.0,325.0,15.0,2.0,1.0,2.0,51,4.0,9.0,5.0,2.0,0.0,250.0,2.0,14.0
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,5.0,233.0,224.0,7.0,2.0,3.0,4.0,7,3.0,2.0,0.0,1.0,0.0,187.0,2.0,2.0
Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,74.0,74.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,59.0,0.0,3.0
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,25.6,1152.0,1059.0,88.0,45.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,962.0,5.0,8.0
Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,20.4,568.0,534.0,31.0,0.0,1.0,3.0,27,8.0,0.0,0.0,0.0,0.0,366.0,3.0,30.0
Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,2.5,90.0,87.0,3.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,66.0,0.0,5.0
Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,9.0,392.0,372.0,20.0,3.0,0.0,1.0,4,4.0,1.0,0.0,0.0,0.0,338.0,0.0,13.0
Valentín Barco,ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,233.0,204.0,28.0,5.0,2.0,1.0,30,15.0,8.0,3.0,2.0,2.0,179.0,1.0,5.0
Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3.0,90.0,90.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0
Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,562.0,553.0,5.0,2.0,4.0,1.0,18,3.0,0.0,0.0,0.0,0.0,436.0,4.0,16.0
Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,29.5,1784.0,1509.0,266.0,32.0,0.0,2.0,70,233.0,1.0,1.0,0.0,0.0,1457.0,9.0,41.0
Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,31.6,2168.0,2120.0,37.0,17.0,12.0,25.0,51,19.0,1.0,0.0,0.0,0.0,1835.0,11.0,37.0
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,114.0,110.0,4.0,1.0,0.0,0.0,23,1.0,2.0,2.0,0.0,0.0,83.0,0.0,3.0
Ross Barkley,ENG,MF,Luton Town,Premier League,29,1993,29.1,1474.0,1329.0,139.0,94.0,4.0,24.0,45,14.0,16.0,8.0,8.0,0.0,1218.0,6.0,31.0
Aymen Barkok,MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,184.0,171.0,13.0,0.0,1.0,0.0,13,8.0,4.0,2.0,2.0,0.0,118.0,0.0,4.0
Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,272.0,262.0,8.0,2.0,1.0,2.0,12,4.0,0.0,0.0,0.0,0.0,208.0,2.0,13.0
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,29.0,925.0,900.0,20.0,18.0,0.0,3.0,5,2.0,0.0,0.0,0.0,0.0,679.0,5.0,24.0
Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,2001,31.2,1903.0,1795.0,104.0,88.0,1.0,13.0,1,3.0,0.0,0.0,0.0,0.0,1624.0,4.0,21.0
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,555.0,545.0,5.0,0.0,1.0,9.0,47,4.0,1.0,0.0,0.0,0.0,372.0,5.0,27.0
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,873.0,847.0,16.0,11.0,3.0,3.0,16,4.0,1.0,0.0,0.0,0.0,728.0,10.0,10.0
Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,2005,0.9,35.0,28.0,7.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0
Marc Bartra,ESP,DF,Betis,La Liga,32,1991,2.5,118.0,107.0,9.0,9.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,0.0
Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,36.6,1808.0,1668.0,136.0,66.0,0.0,10.0,3,9.0,0.0,0.0,0.0,0.0,1516.0,4.0,10.0
Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,12.0,11.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,138.0,125.0,13.0,1.0,0.0,1.0,4,12.0,0.0,0.0,0.0,0.0,103.0,0.0,2.0
Toma Bašić,CRO,MF,Salernitana,Serie A,26,1996,12.9,540.0,503.0,35.0,22.0,1.0,6.0,25,7.0,6.0,1.0,4.0,0.0,442.0,2.0,11.0
Calvin Bassey,NGA,DF,Fulham,Premier League,23,1999,25.6,1674.0,1582.0,91.0,34.0,0.0,12.0,3,3.0,0.0,0.0,0.0,0.0,1440.0,1.0,20.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,24,1999,25.2,1935.0,1787.0,139.0,58.0,1.0,29.0,76,71.0,0.0,0.0,0.0,0.0,1671.0,9.0,30.0
Simone Bastoni,ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,360.0,281.0,76.0,17.0,2.0,2.0,36,41.0,16.0,4.0,9.0,0.0,246.0,3.0,12.0
Augusto Batalla,ARG,GK,Granada,La Liga,27,1996,17.0,689.0,483.0,205.0,83.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,445.0,1.0,1.0
Daniel Batz,GER,GK,Mainz 05,Bundesliga,32,1991,4.0,153.0,120.0,33.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,2000,9.0,491.0,452.0,39.0,17.0,0.0,0.0,1,15.0,0.0,0.0,0.0,0.0,423.0,0.0,3.0
Elias Baum,GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,17.0,13.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33,1990,34.0,1412.0,1072.0,336.0,87.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1055.0,4.0,0.0
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,456.0,443.0,8.0,5.0,4.0,1.0,8,3.0,0.0,0.0,0.0,0.0,340.0,5.0,15.0
Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,104.0,83.0,21.0,3.0,0.0,2.0,28,8.0,10.0,6.0,3.0,0.0,63.0,0.0,4.0
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,514.0,462.0,49.0,0.0,2.0,2.0,35,40.0,0.0,0.0,0.0,0.0,360.0,3.0,25.0
Mohamed Bechikh,FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,431.0,411.0,18.0,3.0,2.0,5.0,6,1.0,0.0,0.0,0.0,0.0,311.0,2.0,17.0
Owen Beck,WAL,DF,Liverpool,Premier League,20,2002,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,243.0,236.0,6.0,0.0,0.0,0.0,46,1.0,2.0,0.0,1.0,0.0,154.0,1.0,17.0
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,280.0,261.0,18.0,0.0,0.0,1.0,57,13.0,1.0,0.0,0.0,1.0,183.0,1.0,13.0
Chris Bedia,CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,20.0,19.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
Donny van de Beek,NED,DF,Manchester Utd,Premier League,26,1997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Donny van de Beek,NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4.0,139.0,134.0,5.0,1.0,1.0,0.0,7,0.0,4.0,0.0,4.0,0.0,109.0,0.0,5.0
Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,97.0,89.0,6.0,1.0,0.0,0.0,5,1.0,2.0,0.0,1.0,0.0,70.0,2.0,1.0
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,175.0,171.0,3.0,0.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,112.0,1.0,4.0
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32,1991,14.0,336.0,323.0,11.0,0.0,2.0,0.0,6,3.0,0.0,0.0,0.0,0.0,215.0,2.0,15.0
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,550.0,498.0,50.0,0.0,4.0,1.0,38,8.0,1.0,1.0,0.0,0.0,384.0,2.0,26.0
Jérémie Bela,ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,100.0,94.0,6.0,1.0,0.0,0.0,14,2.0,3.0,2.0,0.0,0.0,70.0,0.0,5.0
Reda Belahyane,FRA,MF,Hellas Verona,Serie A,19,2004,1.0,25.0,24.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Reda Belahyane,FRA,MF,Nice,Ligue 1,19,2004,0.3,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
Amari'i Bell,JAM,DF,Luton Town,Premier League,29,1994,19.1,835.0,783.0,48.0,15.0,2.0,3.0,13,29.0,0.0,0.0,0.0,0.0,645.0,4.0,23.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,1991,7.4,370.0,364.0,6.0,6.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,297.0,0.0,4.0
Alaa Bellaarouch,MAR,GK,Strasbourg,Ligue 1,21,2002,15.0,504.0,404.0,97.0,36.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,352.0,3.0,1.0
Raoul Bellanova,ITA,DF,Torino,Serie A,23,2000,33.8,1579.0,1285.0,288.0,14.0,0.0,4.0,178,274.0,0.0,0.0,0.0,0.0,1232.0,6.0,44.0
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,25,1998,10.6,314.0,297.0,15.0,4.0,1.0,0.0,30,1.0,6.0,3.0,3.0,0.0,241.0,2.0,11.0
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,3.0,96.0,88.0,6.0,1.0,0.0,0.0,8,0.0,5.0,3.0,2.0,0.0,67.0,2.0,1.0
Héctor Bellerín,ESP,DF,Betis,La Liga,28,1995,19.0,979.0,791.0,185.0,17.0,0.0,8.0,40,168.0,0.0,0.0,0.0,0.0,756.0,3.0,20.0
Jude Bellingham,ENG,MF,Real Madrid,La Liga,20,2003,25.7,1543.0,1490.0,43.0,18.0,18.0,14.0,21,12.0,1.0,1.0,0.0,0.0,1363.0,10.0,25.0
Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,18,2005,16.1,862.0,807.0,55.0,9.0,0.0,5.0,13,43.0,0.0,0.0,0.0,0.0,759.0,0.0,8.0
Andrea Belotti,ITA,FW,Fiorentina,Serie A,29,1993,10.5,201.0,181.0,20.0,1.0,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,133.0,0.0,6.0
Andrea Belotti,ITA,FW,Roma,Serie A,29,1993,7.5,155.0,141.0,13.0,0.0,1.0,0.0,4,2.0,0.0,0.0,0.0,0.0,115.0,1.0,10.0
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24,1999,27.0,1364.0,1309.0,53.0,46.0,4.0,4.0,19,1.0,6.0,2.0,3.0,0.0,1180.0,2.0,19.0
Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,22,2001,18.8,459.0,438.0,19.0,2.0,4.0,3.0,7,4.0,0.0,0.0,0.0,0.0,360.0,2.0,15.0
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,18,2005,4.8,215.0,206.0,8.0,2.0,2.0,2.0,13,4.0,1.0,0.0,1.0,0.0,174.0,1.0,4.0
Anis Ben Slimane,TUN,MF,Sheffield Utd,Premier League,22,2001,4.7,139.0,129.0,7.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,7.0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32,1990,25.7,752.0,698.0,51.0,3.0,12.0,2.0,9,3.0,0.0,0.0,0.0,0.0,555.0,3.0,25.0
Carlos Benavídez,URU,MF,Alavés,La Liga,25,1998,12.6,459.0,447.0,11.0,7.0,1.0,6.0,4,3.0,1.0,0.0,0.0,0.0,321.0,1.0,3.0
Ismaël Bennacer,ALG,MF,Milan,Serie A,25,1997,12.8,818.0,772.0,43.0,21.0,7.0,3.0,32,5.0,17.0,4.0,8.0,0.0,711.0,3.0,11.0
Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,27,1995,6.9,257.0,253.0,2.0,2.0,5.0,0.0,17,0.0,0.0,0.0,0.0,0.0,193.0,2.0,9.0
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,27,1995,8.6,349.0,313.0,34.0,7.0,2.0,1.0,67,2.0,25.0,20.0,4.0,0.0,238.0,2.0,12.0
Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,28,1995,11.5,851.0,746.0,105.0,22.0,1.0,4.0,21,83.0,0.0,0.0,0.0,0.0,702.0,0.0,26.0
Nabil Bentaleb,ALG,MF,Lille,Ligue 1,28,1994,21.9,1454.0,1405.0,45.0,42.0,4.0,18.0,6,2.0,1.0,1.0,0.0,0.0,1248.0,4.0,15.0
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,26,1997,11.2,800.0,786.0,10.0,9.0,4.0,0.0,9,0.0,0.0,0.0,0.0,0.0,674.0,4.0,26.0
